id,customer_id,channel_id,store_id,product_id,order_date_id,shipping_address_id,billing_address_id,quantity,unit_price,discount_amount,line_total
157,24,2,2,1,790,2,806,3,12600.0,3780.0,34020.0
158,24,2,2,2,790,2,806,3,15000.0,2250.0,42750.0
159,1222,2,1,1,386,1,1895,1,13200.0,264.0,12936.0
160,63,2,1,1,626,1,2180,1,10800.0,1080.0,9720.0
161,1078,1,,1,415,3,2864,2,12000.0,2400.0,21600.0
162,1091,1,,1,548,2613,2787,3,13200.0,0.0,39600.0
163,524,1,,1,750,1258,3173,2,12000.0,0.0,24000.0
164,1229,1,,1,959,2394,1458,3,13200.0,792.0,38808.0
165,458,2,4,2,928,4,2845,1,15000.0,300.0,14700.0
166,68,1,,1,474,1657,1466,1,12000.0,240.0,11760.0
167,959,2,4,1,720,4,2706,3,13200.0,1980.0,37620.0
168,356,2,1,1,973,1,3167,3,12000.0,0.0,36000.0
169,530,1,,2,906,5,1284,1,15000.0,300.0,14700.0
170,1420,1,,1,402,3008,1268,1,10800.0,216.0,10584.0
171,1420,1,,2,402,3008,1268,3,15000.0,900.0,44100.0
172,279,2,3,2,556,3,954,3,15000.0,4500.0,40500.0
173,279,2,3,1,556,3,954,1,12000.0,1200.0,10800.0
174,779,2,3,2,529,3,206,1,15000.0,0.0,15000.0
175,1383,1,,2,424,2117,3141,2,15000.0,1500.0,28500.0
176,1383,1,,2,424,2117,3141,2,15750.0,3150.0,28350.0
177,1189,1,,1,841,1356,885,1,10800.0,1080.0,9720.0
178,1189,1,,2,841,1356,885,3,15000.0,4500.0,40500.0
179,1189,1,,1,841,1356,885,3,12000.0,3600.0,32400.0
180,1016,1,,1,991,3040,1995,3,12000.0,720.0,35280.0
181,1016,1,,2,991,3040,1995,2,15000.0,3000.0,27000.0
182,595,2,3,2,872,3,164,1,13500.0,1350.0,12150.0
183,902,2,4,1,390,4,2020,3,13200.0,0.0,39600.0
184,317,1,,2,573,2546,2601,2,13500.0,540.0,26460.0
185,1229,2,2,2,531,2,,1,15000.0,0.0,15000.0
186,279,2,3,1,371,3,63,3,12000.0,720.0,35280.0
187,279,2,3,2,371,3,63,2,15000.0,3000.0,27000.0
188,1498,2,4,1,516,4,2609,1,12000.0,600.0,11400.0
189,1498,2,4,1,516,4,2609,2,10800.0,0.0,21600.0
190,140,1,,2,751,1773,2026,2,15000.0,1500.0,28500.0
191,1115,1,,1,685,2545,462,1,12000.0,240.0,11760.0
192,1240,1,,1,368,1704,1477,3,12000.0,1800.0,34200.0
193,590,1,,2,462,1036,1328,1,15000.0,1500.0,13500.0
194,645,2,3,2,779,3,1878,1,13500.0,270.0,13230.0
195,545,2,1,1,700,1,2477,1,13200.0,1320.0,11880.0
196,1208,1,,2,907,1955,3064,1,15000.0,750.0,14250.0
197,1208,1,,1,907,1955,3064,1,13200.0,264.0,12936.0
198,1208,1,,1,907,1955,3064,2,12000.0,480.0,23520.0
199,551,2,1,1,523,1,1113,3,12000.0,1800.0,34200.0
200,551,2,1,1,523,1,1113,3,12000.0,3600.0,32400.0
201,569,2,1,2,405,1,214,2,16500.0,3300.0,29700.0
202,1305,1,,2,931,3178,,2,15000.0,0.0,30000.0
203,280,1,,2,491,2731,194,3,15750.0,2362.5,44887.5
204,280,1,,1,491,2731,194,3,12600.0,0.0,37800.0
205,1338,1,,2,707,1472,,2,16500.0,660.0,32340.0
206,1338,1,,2,707,1472,,2,15000.0,3000.0,27000.0
207,84,1,,1,903,2447,592,3,12000.0,720.0,35280.0
208,655,1,,2,752,1117,81,1,15000.0,1500.0,13500.0
209,513,2,4,2,881,4,3049,2,16500.0,660.0,32340.0
210,884,2,3,1,472,3,849,3,12000.0,720.0,35280.0
211,385,2,2,1,373,2,1553,1,10800.0,1080.0,9720.0
212,723,2,2,1,892,2,752,1,12000.0,1200.0,10800.0
213,110,2,1,2,548,1,2113,3,15750.0,4725.0,42525.0
214,1197,1,,1,408,3125,2708,1,12000.0,0.0,12000.0
215,833,2,2,2,668,2,1194,3,15000.0,2250.0,42750.0
216,371,2,3,1,757,3,1185,1,12000.0,0.0,12000.0
217,371,2,3,2,757,3,1185,3,15750.0,0.0,47250.0
218,905,2,1,2,480,1,1807,2,15000.0,0.0,30000.0
219,389,1,,1,561,307,3180,1,12600.0,252.0,12348.0
220,1299,2,4,2,530,4,,2,15000.0,600.0,29400.0
221,725,1,,2,660,2912,,3,15000.0,0.0,45000.0
222,645,2,4,1,943,4,161,2,12000.0,1200.0,22800.0
223,584,1,,1,420,136,984,2,10800.0,0.0,21600.0
224,436,1,,1,784,2762,3083,3,12000.0,0.0,36000.0
225,436,1,,2,784,2762,3083,2,15000.0,3000.0,27000.0
226,293,1,,1,970,2361,2895,2,12000.0,480.0,23520.0
227,1065,1,,2,939,2496,,1,15000.0,1500.0,13500.0
228,1065,1,,2,939,2496,,2,15750.0,1575.0,29925.0
229,1234,1,,2,749,2706,1645,1,13500.0,675.0,12825.0
230,1234,1,,1,749,2706,1645,1,10800.0,540.0,10260.0
231,1234,1,,1,749,2706,1645,2,12000.0,0.0,24000.0
232,400,1,,2,422,2527,2133,3,13500.0,0.0,40500.0
233,251,1,,1,555,1329,,1,12000.0,1200.0,10800.0
234,764,2,4,2,454,4,,2,15000.0,0.0,30000.0
235,1490,1,,1,789,2557,2733,1,12000.0,240.0,11760.0
236,181,1,,1,493,1805,607,2,12000.0,1200.0,22800.0
237,693,1,,2,898,1635,1849,2,15750.0,0.0,31500.0
238,672,2,2,1,616,2,2475,1,12000.0,240.0,11760.0
239,786,1,,1,517,2161,1699,1,12000.0,0.0,12000.0
240,1347,2,2,2,787,2,1260,1,16500.0,1650.0,14850.0
241,628,1,,2,693,868,,1,13500.0,675.0,12825.0
242,1485,2,2,2,854,2,3036,1,15000.0,1500.0,13500.0
243,805,1,,2,955,2735,1866,3,15000.0,900.0,44100.0
244,805,1,,2,955,2735,1866,2,15000.0,1500.0,28500.0
245,445,1,,1,507,753,2685,2,12600.0,0.0,25200.0
246,560,1,,1,682,83,2249,2,12000.0,480.0,23520.0
247,403,1,,1,617,2607,1525,2,13200.0,1320.0,25080.0
248,693,2,1,2,665,1,1838,2,13500.0,0.0,27000.0
249,274,2,2,2,862,2,2613,1,15000.0,1500.0,13500.0
250,804,1,,1,565,944,600,3,12600.0,756.0,37044.0
251,804,1,,1,565,944,600,2,12000.0,1200.0,22800.0
252,1495,1,,1,577,1364,2585,1,12000.0,600.0,11400.0
253,48,2,1,1,774,1,2002,3,12000.0,3600.0,32400.0
254,661,2,3,2,966,3,2869,2,15000.0,3000.0,27000.0
255,984,1,,1,488,1812,3020,3,12600.0,756.0,37044.0
256,1384,1,,1,522,1972,1811,1,12000.0,240.0,11760.0
257,788,1,,2,990,206,1179,3,15000.0,4500.0,40500.0
258,788,1,,1,990,206,1179,1,12000.0,1200.0,10800.0
259,788,1,,1,990,206,1179,3,12600.0,756.0,37044.0
260,456,2,2,1,433,2,1133,1,12000.0,0.0,12000.0
261,427,1,,1,411,695,,3,12000.0,3600.0,32400.0
262,866,1,,1,987,2574,913,1,12000.0,1200.0,10800.0
263,866,1,,1,987,2574,913,3,12000.0,1800.0,34200.0
264,371,1,,2,790,600,352,1,15000.0,1500.0,13500.0
265,371,1,,2,790,600,352,2,16500.0,660.0,32340.0
266,1000,1,,2,957,1384,1481,2,15000.0,0.0,30000.0
267,1404,1,,1,465,795,2536,1,12000.0,1200.0,10800.0
268,1159,1,,1,399,788,,3,10800.0,3240.0,29160.0
269,1040,1,,1,809,2797,,2,13200.0,0.0,26400.0
270,1040,1,,1,809,2797,,2,12000.0,2400.0,21600.0
271,464,1,,1,634,2537,2887,1,12000.0,1200.0,10800.0
272,464,1,,1,634,2537,2887,1,12000.0,1200.0,10800.0
273,166,1,,1,686,2941,1631,1,12600.0,0.0,12600.0
274,166,1,,2,686,2941,1631,2,15750.0,3150.0,28350.0
275,1056,2,3,1,817,3,1262,3,12000.0,0.0,36000.0
276,925,2,3,1,687,3,2299,3,12000.0,3600.0,32400.0
277,488,1,,2,758,257,678,1,15000.0,1500.0,13500.0
278,488,1,,2,758,257,678,2,15000.0,3000.0,27000.0
279,903,1,,2,639,898,459,1,15000.0,300.0,14700.0
280,70,1,,1,938,1092,1448,2,12000.0,480.0,23520.0
281,1459,1,,1,858,1330,,1,12600.0,252.0,12348.0
282,500,2,2,2,832,2,1838,3,16500.0,4950.0,44550.0
283,361,1,,1,824,1297,370,2,12600.0,0.0,25200.0
284,476,1,,2,810,2590,683,1,15000.0,1500.0,13500.0
285,1400,2,1,1,931,1,1780,3,12000.0,720.0,35280.0
286,1400,2,1,2,931,1,1780,2,15750.0,0.0,31500.0
287,945,1,,1,780,886,106,1,12000.0,240.0,11760.0
288,1443,1,,2,472,900,1390,1,15750.0,0.0,15750.0
289,1430,1,,1,566,2687,2114,2,12600.0,2520.0,22680.0
290,1330,1,,2,394,1579,613,3,13500.0,2025.0,38475.0
291,1330,1,,1,394,1579,613,1,13200.0,660.0,12540.0
292,274,1,,2,861,506,3105,1,16500.0,825.0,15675.0
293,1251,2,2,2,461,2,455,1,15750.0,787.5,14962.5
294,1251,2,2,2,461,2,455,3,15000.0,0.0,45000.0
295,176,1,,1,551,550,299,1,10800.0,540.0,10260.0
296,176,1,,1,551,550,299,2,12000.0,2400.0,21600.0
297,42,2,2,1,529,2,1205,1,12000.0,1200.0,10800.0
298,42,2,2,1,529,2,1205,3,12000.0,1800.0,34200.0
299,582,1,,1,995,1933,1139,1,12000.0,600.0,11400.0
300,4,2,1,1,858,1,73,2,12000.0,480.0,23520.0
301,569,2,2,1,608,2,2286,2,12000.0,2400.0,21600.0
302,157,2,1,1,724,1,708,2,12600.0,2520.0,22680.0
303,649,1,,2,812,311,230,3,15000.0,4500.0,40500.0
304,1230,1,,1,948,1403,55,3,12600.0,3780.0,34020.0
305,197,1,,1,563,2867,3115,3,10800.0,3240.0,29160.0
306,731,1,,1,564,2594,1940,3,12000.0,720.0,35280.0
307,506,1,,1,817,2647,2901,3,12000.0,720.0,35280.0
308,751,2,2,2,831,2,3016,1,15000.0,1500.0,13500.0
309,485,1,,1,729,1341,201,3,12000.0,3600.0,32400.0
310,823,1,,2,525,57,2287,3,15750.0,0.0,47250.0
311,680,1,,1,783,1497,2906,1,13200.0,264.0,12936.0
312,680,1,,1,783,1497,2906,2,12000.0,0.0,24000.0
313,417,1,,2,689,2093,531,1,15000.0,0.0,15000.0
314,677,1,,1,879,2205,1685,2,12000.0,480.0,23520.0
315,1327,2,2,1,641,2,2411,2,12000.0,2400.0,21600.0
316,593,2,1,1,735,1,,1,12000.0,0.0,12000.0
317,593,2,1,1,735,1,,1,12000.0,0.0,12000.0
318,606,2,1,1,684,1,1048,3,12000.0,0.0,36000.0
319,137,2,2,1,812,2,2139,2,10800.0,432.0,21168.0
320,487,1,,1,416,1637,1298,1,12600.0,630.0,11970.0
321,487,1,,2,416,1637,1298,3,13500.0,810.0,39690.0
322,909,1,,2,659,2066,179,2,15000.0,3000.0,27000.0
323,909,1,,1,659,2066,179,1,12000.0,0.0,12000.0
324,179,2,1,2,650,1,2962,2,15000.0,3000.0,27000.0
325,179,2,1,1,650,1,2962,3,12000.0,3600.0,32400.0
326,183,1,,1,958,2017,1611,3,12600.0,756.0,37044.0
327,536,1,,2,890,827,2922,1,16500.0,0.0,16500.0
328,1341,2,1,1,622,1,,2,10800.0,1080.0,20520.0
329,378,2,1,2,859,1,,1,15000.0,300.0,14700.0
330,378,2,1,2,859,1,,2,13500.0,1350.0,25650.0
331,548,1,,1,1001,537,476,3,12000.0,0.0,36000.0
332,548,1,,2,1001,537,476,2,13500.0,1350.0,25650.0
333,757,1,,2,702,3131,116,1,15750.0,315.0,15435.0
334,522,2,4,1,665,4,2139,1,12000.0,1200.0,10800.0
335,1384,2,3,1,475,3,290,3,13200.0,0.0,39600.0
336,473,1,,2,630,843,1994,3,15750.0,4725.0,42525.0
337,1316,2,3,1,440,3,1075,3,12000.0,1800.0,34200.0
338,1356,2,1,2,427,1,1674,3,15000.0,900.0,44100.0
339,266,1,,1,844,1464,597,2,12600.0,504.0,24696.0
340,266,1,,1,844,1464,597,2,12000.0,2400.0,21600.0
341,1359,2,2,1,652,2,1810,2,10800.0,432.0,21168.0
342,843,1,,2,591,2933,1968,1,15000.0,300.0,14700.0
343,599,1,,1,640,105,83,2,12000.0,480.0,23520.0
344,1048,2,1,2,881,1,723,2,15000.0,600.0,29400.0
345,1048,2,1,2,881,1,723,2,15000.0,1500.0,28500.0
346,319,1,,2,726,3048,1480,2,15000.0,1500.0,28500.0
347,846,1,,1,978,975,661,2,13200.0,528.0,25872.0
348,1491,1,,2,712,2539,3128,2,16500.0,0.0,33000.0
349,79,1,,1,957,1366,1306,2,12000.0,0.0,24000.0
350,748,1,,1,688,3055,862,3,12000.0,720.0,35280.0
351,537,1,,2,731,3146,987,3,15000.0,4500.0,40500.0
352,303,2,2,1,962,2,2401,1,12600.0,1260.0,11340.0
353,303,2,2,2,962,2,2401,3,15750.0,945.0,46305.0
354,1065,1,,1,483,1757,1988,3,13200.0,0.0,39600.0
355,1065,1,,1,483,1757,1988,1,13200.0,264.0,12936.0
356,606,1,,1,858,1858,2324,2,12000.0,480.0,23520.0
357,606,1,,2,858,1858,2324,1,16500.0,825.0,15675.0
358,553,1,,2,425,1632,1948,2,15000.0,3000.0,27000.0
359,656,1,,1,804,361,1668,1,12000.0,600.0,11400.0
360,786,1,,2,652,1402,54,3,15750.0,945.0,46305.0
361,786,1,,1,652,1402,54,2,12000.0,1200.0,22800.0
362,663,2,1,1,412,1,1839,1,12000.0,240.0,11760.0
363,833,1,,1,408,1297,1046,3,12000.0,720.0,35280.0
364,833,1,,1,408,1297,1046,3,12000.0,0.0,36000.0
365,844,1,,1,664,1061,2889,2,13200.0,0.0,26400.0
366,720,1,,1,426,353,1437,3,12000.0,720.0,35280.0
367,169,2,1,1,637,1,2353,2,12000.0,0.0,24000.0
368,169,2,1,2,637,1,2353,3,13500.0,810.0,39690.0
369,969,1,,1,538,1858,95,1,12000.0,1200.0,10800.0
370,969,1,,1,538,1858,95,1,12000.0,1200.0,10800.0
371,268,2,4,1,877,4,2908,2,12000.0,0.0,24000.0
372,122,2,1,2,653,1,3023,2,15000.0,0.0,30000.0
373,122,2,1,1,653,1,3023,1,12000.0,0.0,12000.0
374,617,1,,1,794,2841,164,2,10800.0,0.0,21600.0
375,608,1,,2,958,2268,1523,3,15000.0,900.0,44100.0
376,732,2,1,2,567,1,1458,1,15000.0,300.0,14700.0
377,732,2,1,1,567,1,1458,1,12600.0,0.0,12600.0
378,211,1,,1,801,2122,600,2,12000.0,1200.0,22800.0
379,211,1,,1,801,2122,600,2,10800.0,432.0,21168.0
380,475,1,,1,728,1567,432,2,10800.0,2160.0,19440.0
381,949,1,,2,933,2712,1549,1,13500.0,675.0,12825.0
382,426,2,2,2,434,2,2971,2,15000.0,0.0,30000.0
383,426,2,2,2,434,2,2971,2,15000.0,1500.0,28500.0
384,386,1,,2,669,1443,1037,1,15000.0,0.0,15000.0
385,500,1,,2,558,2067,1798,2,15000.0,600.0,29400.0
386,677,2,1,2,899,1,1764,3,15000.0,2250.0,42750.0
387,33,2,1,1,763,1,2085,1,12000.0,240.0,11760.0
388,194,1,,2,788,3137,1296,3,15750.0,0.0,47250.0
389,194,1,,2,788,3137,1296,2,13500.0,540.0,26460.0
390,78,1,,1,674,2789,3031,1,12000.0,240.0,11760.0
391,78,1,,2,674,2789,3031,3,13500.0,4050.0,36450.0
392,78,1,,1,674,2789,3031,3,13200.0,1980.0,37620.0
393,102,1,,2,656,1996,825,3,16500.0,2475.0,47025.0
394,1072,2,4,2,850,4,2657,1,15000.0,300.0,14700.0
395,1072,2,4,1,850,4,2657,1,12600.0,630.0,11970.0
396,754,1,,1,964,1359,3164,2,12000.0,2400.0,21600.0
397,195,1,,1,478,1152,46,3,12000.0,0.0,36000.0
398,862,2,4,1,817,4,433,2,10800.0,1080.0,20520.0
399,240,2,2,2,545,2,491,1,15000.0,0.0,15000.0
400,682,2,1,2,954,1,761,3,15000.0,900.0,44100.0
401,849,2,1,1,674,1,536,3,12000.0,1800.0,34200.0
402,807,2,3,1,492,3,,3,12000.0,0.0,36000.0
403,901,1,,1,689,1279,,3,12000.0,3600.0,32400.0
404,901,1,,1,689,1279,,1,12000.0,240.0,11760.0
405,61,1,,1,492,371,,2,12000.0,0.0,24000.0
406,1082,1,,2,950,1272,1246,2,13500.0,0.0,27000.0
407,1082,1,,2,950,1272,1246,2,16500.0,3300.0,29700.0
408,1286,2,3,1,441,3,3149,3,12000.0,3600.0,32400.0
409,1416,1,,2,440,1942,1586,1,15000.0,1500.0,13500.0
410,1416,1,,2,440,1942,1586,3,15750.0,2362.5,44887.5
411,1416,1,,2,440,1942,1586,3,13500.0,810.0,39690.0
412,979,1,,1,834,2689,2941,2,12600.0,0.0,25200.0
413,800,1,,2,485,969,959,3,15000.0,2250.0,42750.0
414,800,1,,1,485,969,959,2,13200.0,0.0,26400.0
415,800,1,,2,621,3193,920,1,15000.0,1500.0,13500.0
416,757,1,,2,452,1366,802,1,15000.0,1500.0,13500.0
417,1194,2,1,1,465,1,2964,3,12600.0,0.0,37800.0
418,673,1,,1,735,1712,,2,12000.0,2400.0,21600.0
419,1266,2,2,2,738,2,2233,2,15750.0,1575.0,29925.0
420,7,2,2,2,785,2,2850,2,15750.0,1575.0,29925.0
