id,customer_id,billing_address_id,channel_id,store_id,method,status_payment,amount,paid_at_date_id,paid_at_time,transaction_ref
31,1377,2585,2,4,CARD,PAID,41382.0,893,19:02:55,TX-13PMNCYBLOP6
32,1375,928,2,4,CASH,PAID,28459.2,864,08:15:07,TX-PFV0D0IML4NF
33,821,2185,1,,CARD,PAID,33870.0,806,16:37:22,TX-UM2KN2XHQSHB
34,1475,2316,2,4,CASH,PAID,17787.0,525,12:23:04,TX-PO2UBATPZ00H
35,634,1160,2,2,CASH,PAID,103318.88,689,15:24:31,TX-922WAHDO61XN
36,585,2440,2,1,CARD,PAID,26136.0,378,09:54:27,TX-Y8T15028LSUX
37,180,3142,1,,CARD,PAID,61158.0,635,11:59:17,TX-WSO0CISUVYK2
38,482,1548,1,,CARD,PAID,31082.16,392,15:07:55,TX-VCRJJP6E0CCG
39,620,307,2,1,CARD,PAID,14229.6,398,23:29:21,TX-DIL01AV2R2A9
40,603,3134,2,1,CARD,PAID,71583.6,509,19:42:33,TX-GO2N5MUY0V3U
41,1028,2288,1,,CARD,FAILED,14994.0,,,
42,1005,,2,3,CASH,PAID,29657.1,380,03:59:03,TX-B543BB9H5C7R
43,790,742,1,,GATEWAY,PAID,13914.6,637,02:17:36,TX-X79V37PRDDTB
44,665,2230,1,,CARD,PAID,48816.0,508,23:46:11,TX-3MPXSV4DAUND
45,562,,1,,GATEWAY,PAID,90435.0,979,11:32:15,TX-4JUJUM3AY4L6
46,998,2030,1,,GATEWAY,PAID,44460.0,399,22:14:28,TX-6G4YWKOODVMB
47,276,,1,,CARD,PAID,39930.0,380,01:01:18,TX-OAGVE3OT79YR
48,1469,,2,2,CASH,PAID,13068.0,433,13:53:37,TX-AL44LOCGN4MF
49,408,2369,2,2,CARD,PENDING,28459.2,,,
50,1360,178,2,2,TRANSFER,PAID,49005.0,591,06:35:54,TX-66ID36XC53T2
51,1423,1107,1,,GATEWAY,PAID,35685.0,572,13:25:00,TX-7PTIHWUY0CDA
52,741,1344,1,,CARD,PAID,38252.7,627,03:10:33,TX-F093FL0ELLCQ
53,969,,1,,CARD,PAID,85377.6,676,16:12:44,TX-LC4H6TVD1ZOD
54,729,2599,1,,CARD,FAILED,33570.0,,,
55,251,2469,2,4,CASH,PAID,14941.08,443,14:19:59,TX-BABHWIKVNZZ3
56,1087,2309,2,1,CARD,PAID,51727.5,936,16:26:45,TX-RJQ9HE6VB7HF
57,659,2450,1,,CARD,PAID,87140.25,836,04:37:15,TX-0RAAOO91OA8N
58,338,630,2,4,CASH,PAID,34394.25,785,13:51:12,TX-UXBOXO5T9DHX
59,1068,3,1,,CARD,FAILED,53953.5,,,
60,958,1977,1,,CARD,PAID,77682.0,550,10:26:37,TX-7033ZUJCIUHD
61,428,337,2,4,CARD,FAILED,35283.6,,,
62,1337,298,1,,CARD,PAID,15720.0,793,09:20:56,TX-5BCIDL8LGH8R
63,1442,696,2,3,TRANSFER,PAID,54450.0,724,17:02:28,TX-T7NWUQIQ9VOB
64,939,3172,1,,GATEWAY,PAID,46323.24,518,23:17:58,TX-D4XNYWF5QEYL
65,1409,3175,1,,GATEWAY,PAID,19168.5,797,07:45:27,TX-N8533KHZH4J5
66,1062,2637,1,,GATEWAY,PAID,43888.8,627,07:43:41,TX-JPJLBWJ1IRVA
67,988,1191,1,,GATEWAY,FAILED,43888.8,,,
68,778,1602,1,,GATEWAY,REFUNDED,18687.0,833,04:23:15,TX-MZNG9JBD25OS
69,77,1747,1,,CARD,PAID,102166.35,704,01:53:38,TX-PRTYVEKSVQUQ
70,700,1472,1,,CARD,PAID,53361.0,531,13:38:45,TX-4QPQRW6T77VI
71,425,2747,1,,CARD,PAID,15420.0,940,03:51:05,TX-4N53JR8S1YKT
72,1271,1522,2,3,CARD,PAID,14229.6,571,02:00:06,TX-222J0CRS0SJJ
73,1129,2125,1,,GATEWAY,PAID,17018.25,400,08:20:17,TX-P43FW2ENH6BE
74,1224,485,1,,CARD,PAID,19576.35,709,19:18:19,TX-HU7AKHXTZ1YN
75,446,3072,1,,CARD,PAID,69071.4,714,15:41:02,TX-TR4GSE74V5DM
76,867,1944,1,,CARD,PAID,36474.0,814,08:16:20,TX-SK0540SEJOKI
77,127,423,1,,CARD,PAID,29659.2,427,10:21:11,TX-N5EHQ403IVWA
78,874,208,2,1,CASH,PAID,28459.2,706,03:39:17,TX-MBGQQW2NEF1F
79,814,374,1,,CARD,PAID,49186.5,743,21:43:22,TX-IKM85NPGE98X
80,1189,2306,1,,GATEWAY,PAID,40404.0,992,13:56:19,TX-UIU52W85YPS8
81,584,2170,1,,CARD,PAID,18687.0,681,07:28:22,TX-X6TWS79CTHK8
82,1433,2160,1,,CARD,PAID,64788.0,764,23:45:35,TX-1VPIVXSYTP4J
83,670,2091,1,,CARD,PAID,42582.0,995,12:27:35,TX-472J8NP9S8E9
84,464,2869,1,,GATEWAY,REFUNDED,47301.0,409,09:47:09,TX-SBJLVY6L1XXX
85,535,,1,,GATEWAY,PAID,19050.0,697,12:26:24,TX-GJJBKDYPJZ5E
86,655,2539,1,,GATEWAY,PAID,16441.08,792,02:58:24,TX-4YYBKHTAB92W
87,833,855,1,,GATEWAY,PAID,14268.0,963,00:52:28,TX-H6SGL5WR6ZEB
88,490,1319,1,,CARD,FAILED,14994.0,,,
89,360,104,1,,GATEWAY,PAID,69144.0,399,20:58:21,TX-YO60F0EA8647
90,1227,2146,1,,CARD,PAID,18442.5,902,12:09:30,TX-JKULC5L36UG4
91,624,2890,1,,CARD,PAID,45458.25,394,03:31:23,TX-IO1AR1ZGZBUT
92,228,1743,1,,GATEWAY,PAID,110342.92,415,18:12:47,TX-NDNQBVR081I1
93,770,530,1,,GATEWAY,PAID,37200.0,532,03:46:23,TX-7539MH4QX495
94,54,2329,2,2,CASH,PAID,102456.75,685,08:26:31,TX-V4AUXB59ROGA
95,1006,2237,2,4,CASH,PAID,90387.0,729,07:05:36,TX-LBRHLVO2Y93F
96,247,1236,1,,GATEWAY,PAID,59897.1,1000,17:29:43,TX-MBMP050ORNEE
97,1127,1319,2,3,CASH,PAID,42688.8,875,05:43:41,TX-14WCNJXENRUU
98,757,2453,2,2,CASH,PAID,18676.35,531,20:56:54,TX-TS02NI4GYBVJ
99,520,3135,1,,CARD,PAID,44351.1,748,06:09:07,TX-2EHPQP6AIXY3
100,258,1515,1,,CARD,PAID,14520.0,424,09:31:08,TX-6QBJB2NZNX9G
101,467,1636,1,,CARD,FAILED,28909.08,,,
102,3,2640,1,,GATEWAY,PAID,44460.0,456,10:45:40,TX-N8LT25CDZBGQ
103,334,2620,1,,CARD,PAID,43888.8,690,15:00:43,TX-UA4DQXIN6727
104,802,553,2,3,CASH,PENDING,37243.8,,,
105,999,255,1,,CARD,REFUNDED,37500.0,449,12:55:17,TX-GYPM2FM72C6Z
106,176,462,1,,CARD,PAID,27336.0,498,15:27:32,TX-HSNZ6UUKGLAE
107,801,607,1,,GATEWAY,PAID,19050.0,772,02:09:53,TX-886LJXE6L2ZU
108,1113,751,1,,CARD,PAID,42064.2,508,14:56:26,TX-W9F9L785FTPB
109,810,,2,4,CASH,PAID,56029.05,916,10:11:46,TX-QM24BIHB24AY
110,581,704,2,4,CARD,PAID,39930.0,480,16:18:05,TX-18ZITZHX2G7U
111,1284,3026,2,2,TRANSFER,FAILED,82364.7,,,
112,1333,2902,1,,GATEWAY,PAID,19876.35,721,16:47:41,TX-LLQCAQ4XRN0T
113,24,806,2,2,CASH,PAID,92891.7,792,12:43:31,TX-MH4GBLCKUHYD
114,1222,1895,2,1,CARD,FAILED,15652.56,,,
115,63,2180,2,1,TRANSFER,PAID,11761.2,628,23:06:28,TX-42Q8BZ53GWTF
116,1078,2864,1,,CARD,REFUNDED,27636.0,415,21:47:44,TX-PLUI46HDV8I9
117,1091,2787,1,,CARD,PAID,49116.0,551,03:24:47,TX-FCJTQEJPPTTX
118,524,3173,1,,CARD,PAID,30240.0,751,07:11:52,TX-AKHIN8QKBR9F
119,1229,1458,1,,CARD,PAID,47857.68,961,15:04:32,TX-5HRXEHTTUWX2
120,458,2845,2,4,CARD,PAID,17787.0,928,17:54:38,TX-IWD52SW6D9WI
121,68,1466,1,,CARD,PAID,14229.6,477,02:41:14,TX-ILPQFBQW1HUK
122,959,2706,2,4,TRANSFER,PAID,45520.2,720,23:03:44,TX-921BB2YAJ1WR
123,356,3167,2,1,CASH,PAID,43560.0,973,17:57:49,TX-89TOCP8FP1K8
124,530,1284,1,,CARD,FAILED,18987.0,,,
125,1420,1268,1,,GATEWAY,PAID,67367.64,402,20:15:32,TX-1XC2I92PV07U
126,279,954,2,3,TRANSFER,PAID,62073.0,558,21:16:06,TX-CII1J0F53QB3
127,779,206,2,3,CASH,PAID,18150.0,529,11:24:10,TX-E46XAAD0XH2M
128,1383,3141,1,,CARD,PAID,69988.5,425,05:19:21,TX-3DYYWZL0OZT4
129,1189,885,1,,CARD,FAILED,101470.2,,,
130,1016,1995,1,,CARD,PAID,76858.8,994,11:24:46,TX-RRK6UJVBP3BA
131,595,164,2,3,CASH,PAID,14701.5,874,01:27:57,TX-J90VB1C4W9I4
132,902,2020,2,4,CASH,PAID,47916.0,390,19:24:41,TX-Y1HNXIYYVIWS
133,317,2601,1,,CARD,PAID,33216.6,575,03:23:51,TX-M2V0MW405G00
134,1229,,2,2,TRANSFER,PAID,18150.0,533,02:46:34,TX-Z1JB0OXDFNS8
135,279,63,2,3,CASH,PAID,75358.8,373,22:05:46,TX-98P7PRJHHZH1
136,1498,2609,2,4,CASH,PAID,39930.0,518,16:35:31,TX-1CGWJ9S8U287
137,140,2026,1,,CARD,PAID,34485.0,753,18:30:04,TX-BW4Q46DERG87
138,1115,462,1,,GATEWAY,PAID,14229.6,688,18:46:06,TX-V1KGVXLOBICL
139,1240,1477,1,,CARD,PAID,42882.0,371,06:23:39,TX-PXS2LYM9VUDM
140,590,1328,1,,CARD,PAID,17535.0,464,09:11:09,TX-6FRNX7VHUKP5
141,645,1878,2,3,CASH,PAID,16008.3,782,04:56:48,TX-KDQIUT6HRCFU
142,545,2477,2,1,TRANSFER,REFUNDED,14374.8,703,06:24:24,TX-TJABWHM24N2G
143,1208,3064,1,,CARD,REFUNDED,62854.26,908,21:32:09,TX-ATMX5MVNFKMN
144,551,1113,2,1,CARD,PAID,80586.0,525,09:59:40,TX-523ARBBR7DKI
145,569,214,2,1,CARD,FAILED,35937.0,,,
146,1305,,1,,GATEWAY,PAID,37800.0,933,05:47:44,TX-30JNSPSKTRCG
147,280,194,1,,CARD,PAID,100951.88,491,19:52:36,TX-XAZ8J2P7RN3J
148,1338,,1,,CARD,PAID,72701.4,708,14:23:08,TX-AY74FPLLGRCU
149,84,592,1,,CARD,PAID,43888.8,906,08:11:01,TX-FO8HBF5JCDZ9
150,655,81,1,,GATEWAY,PAID,17235.0,754,19:14:19,TX-Q8HCQUTXQ7XL
151,513,3049,2,4,CARD,PAID,39131.4,882,14:20:50,TX-16PJPVWP8VO5
152,884,849,2,3,CARD,PAID,42688.8,473,00:06:04,TX-D5E93RC1Y9LZ
153,385,1553,2,2,CARD,PAID,11761.2,374,12:18:03,TX-60N330PGBOPH
154,723,752,2,2,CARD,FAILED,13068.0,,,
155,110,2113,2,1,CASH,PAID,51455.25,549,10:02:42,TX-C5TG8BKA8V0I
156,1197,2708,1,,CARD,PAID,15420.0,408,02:38:46,TX-QDUILY7E5RXR
157,833,1194,2,2,CASH,PAID,51727.5,668,22:18:07,TX-38M7D53IIBFW
158,371,1185,2,3,TRANSFER,FAILED,71692.5,,,
159,905,1807,2,1,CARD,PAID,36300.0,481,10:37:56,TX-2D7GG3Z4ZLDA
160,389,3180,1,,CARD,PAID,16141.08,561,07:58:24,TX-WQF78OSLQBW6
161,1299,,2,4,TRANSFER,PAID,35574.0,531,23:29:35,TX-OTEFX8XIJPHG
162,725,,1,,GATEWAY,PAID,55350.0,661,19:31:01,TX-ELH913SD09OY
163,645,161,2,4,CARD,PAID,27588.0,944,20:20:03,TX-8EDJM7W4HXIO
164,584,984,1,,CARD,PAID,27036.0,423,10:30:38,TX-FA2N1L9GFVND
165,436,3083,1,,CARD,PAID,77130.0,785,22:18:41,TX-YH73YULSS506
166,293,2895,1,,GATEWAY,PAID,29959.2,971,06:06:56,TX-RBYQGYIW59OD
167,1065,,1,,GATEWAY,PAID,53744.25,941,19:39:32,TX-D8WL2IKBUTZI
168,1234,1645,1,,CARD,FAILED,58172.85,,,
169,400,2133,1,,CARD,FAILED,50205.0,,,
170,251,,1,,GATEWAY,PAID,14268.0,556,09:03:47,TX-XQWOUYAADU90
171,764,,2,4,TRANSFER,PAID,36300.0,454,16:07:40,TX-6YQEF864BWX0
172,1490,2733,1,,CARD,PENDING,15429.6,,,
173,181,607,1,,GATEWAY,PAID,28488.0,493,22:39:45,TX-0DQD29Q3T08A
174,693,1849,1,,CARD,PAID,39315.0,900,11:40:09,TX-ALLSSFK7QIRJ
175,672,2475,2,2,TRANSFER,PAID,14229.6,617,09:13:23,TX-7EGA4TIAD1CG
176,786,1699,1,,GATEWAY,PAID,15420.0,519,06:23:40,TX-4RCDBOT74U6U
177,1347,1260,2,2,CASH,PAID,17968.5,789,12:13:53,TX-RZQOC4EU0DBF
178,628,,1,,CARD,PAID,16718.25,695,18:44:13,TX-8KSFQE50C7WX
179,1485,3036,2,2,CARD,PAID,16335.0,855,14:20:13,TX-UOPZ2LNTJYIU
180,805,1866,1,,GATEWAY,PAID,88746.0,956,13:58:40,TX-3467WCDPI2EY
181,445,2685,1,,GATEWAY,PAID,31692.0,508,10:44:42,TX-JKFCQJUKURK1
182,560,2249,1,,CARD,PAID,29359.2,683,23:15:20,TX-XWTR1UEIAQ3J
183,403,1525,1,,GATEWAY,PAID,31546.8,619,23:03:06,TX-7L09W7WAP0O0
184,693,1838,2,1,TRANSFER,PAID,32670.0,667,08:02:26,TX-A0GOAJB6RU3T
185,274,2613,2,2,CASH,PAID,16335.0,864,17:25:54,TX-W1W31Q5F7XKK
186,804,600,1,,CARD,PAID,73611.24,567,09:03:50,TX-QLQP66ZVGIMR
187,1495,2585,1,,GATEWAY,PAID,14694.0,578,11:31:33,TX-T1WW8PAWHLQ7
188,48,2002,2,1,CARD,REFUNDED,39204.0,776,02:45:02,TX-LNM2XQQ0VBQ6
189,661,2869,2,3,CARD,PAID,32670.0,968,12:59:12,TX-CGL3TKQVXCRL
190,984,3020,1,,GATEWAY,PAID,45723.24,490,16:34:34,TX-RYV7WF3XMBAU
191,1384,1811,1,,CARD,PAID,14229.6,523,14:15:54,TX-ACMA2H5CSRRQ
192,788,1179,1,,CARD,FAILED,106896.24,,,
193,456,1133,2,2,CASH,PAID,14520.0,435,22:48:50,TX-R97RQQIO1QLM
194,427,,1,,CARD,PAID,40404.0,411,11:24:55,TX-FWUNIBW1GIX5
195,866,913,1,,GATEWAY,PAID,54450.0,989,03:18:48,TX-UI9XQ56QBUBU
196,371,352,1,,CARD,PAID,56666.4,791,17:52:06,TX-L3XKKJLIVBCN
197,1000,1481,1,,GATEWAY,PAID,37500.0,960,05:25:58,TX-R18606ZCYXQ6
198,1404,2536,1,,GATEWAY,PAID,14268.0,466,02:49:19,TX-511R6MDMB6O7
199,1159,,1,,CARD,PAID,36183.6,399,22:21:07,TX-HVOGE67SNVCE
200,1040,,1,,GATEWAY,PAID,59280.0,810,13:29:11,TX-GMUCJI7EKVZA
201,464,2887,1,,GATEWAY,PAID,27036.0,636,06:00:56,TX-FVLC254ZH0QA
202,166,1631,1,,GATEWAY,REFUNDED,50749.5,687,06:49:12,TX-UHXXCDXF1Q2B
203,1056,1262,2,3,CARD,PAID,43560.0,819,04:10:42,TX-9BINMYXDHZ0E
204,925,2299,2,3,CARD,PAID,39204.0,688,07:47:20,TX-QCZ1LK4KTCM2
205,488,678,1,,GATEWAY,FAILED,50205.0,,,
206,903,459,1,,CARD,PAID,17787.0,640,21:39:53,TX-ZU368UUJ2G43
207,70,1448,1,,CARD,PAID,29659.2,940,05:57:55,TX-811NAE2DWBNU
208,1459,,1,,GATEWAY,PAID,15841.08,860,17:30:13,TX-FAXI1S9NPAXU
209,500,1838,2,2,CASH,PAID,53905.5,835,19:08:06,TX-XR8ZBM8PE4L9
210,361,370,1,,CARD,PAID,31692.0,825,18:36:42,TX-ADKEL21AA6Y8
211,476,683,1,,CARD,PAID,17835.0,811,20:20:10,TX-FHAK7TJ2GWD8
212,1400,1780,2,1,CASH,REFUNDED,80803.8,932,21:54:49,TX-4S764623AHW9
213,945,106,1,,CARD,PAID,15129.6,781,16:52:44,TX-W53ZG1IGAE7U
214,1443,1390,1,,GATEWAY,PAID,20557.5,474,11:19:09,TX-LPBS1GYAPNRR
215,1430,2114,1,,GATEWAY,PAID,28342.8,569,18:42:13,TX-T9LZX8UBES81
216,1330,613,1,,CARD,PAID,62628.15,397,10:10:09,TX-L8B7K0MHIHTF
217,274,3105,1,,GATEWAY,PAID,19866.75,863,14:35:04,TX-1ZY6N78JP289
218,1251,455,2,2,CARD,PAID,72554.62,463,13:08:16,TX-GIU5DSJNCTFT
219,176,299,1,,CARD,PAID,39750.6,554,01:57:47,TX-U18MD3SZXDF0
220,42,1205,2,2,CASH,PAID,54450.0,529,22:28:12,TX-4KBQ08F1IH6L
221,582,1139,1,,CARD,PAID,14694.0,995,07:23:58,TX-IDZYNING1FJ4
222,4,73,2,1,CARD,PAID,28459.2,858,15:54:39,TX-GOAPADJXH3W6
223,569,2286,2,2,CARD,PAID,26136.0,609,18:00:53,TX-4FCM56J61UM0
224,157,708,2,1,CASH,PAID,27442.8,724,04:04:43,TX-9W04PDTIIHE1
225,649,230,1,,CARD,PAID,50205.0,813,13:07:04,TX-SYTMXBV9MDPO
226,1230,55,1,,CARD,PAID,41164.2,950,12:56:58,TX-32II8K179YIX
227,197,3115,1,,CARD,PAID,36483.6,565,06:12:34,TX-7SRDV4EEHRDW
228,731,1940,1,,GATEWAY,PAID,43888.8,567,00:54:57,TX-O8PHNCK5QDAD
229,506,2901,1,,CARD,PAID,43588.8,820,04:05:29,TX-KUBXDHQCLJXC
230,751,3016,2,2,CARD,FAILED,16335.0,,,
231,485,201,1,,GATEWAY,PAID,40104.0,730,13:56:27,TX-YX4B18B9QCL3
232,823,2287,1,,GATEWAY,PAID,58072.5,527,09:32:56,TX-PX6B4626S2QQ
233,680,2906,1,,GATEWAY,PAID,45892.56,784,13:34:52,TX-FRUXTNXJ8UWO
234,417,531,1,,CARD,PAID,19050.0,692,07:54:06,TX-Z4JKA0J2NBI5
235,677,1685,1,,CARD,PAID,29659.2,881,23:24:47,TX-E47RHOW59Q7S
236,1327,2411,2,2,CASH,FAILED,26136.0,,,
237,593,,2,1,CASH,PAID,29040.0,737,23:17:21,TX-QF1ADFQ90QPH
238,606,1048,2,1,CASH,PAID,43560.0,687,18:03:35,TX-WRZQE54PFMIC
239,137,2139,2,2,CASH,PAID,25613.28,814,18:27:32,TX-9S9BHWO6L2MX
240,487,1298,1,,GATEWAY,PAID,63408.6,417,18:28:37,TX-XL0GF8E59JMZ
241,909,179,1,,CARD,REFUNDED,48090.0,661,16:29:14,TX-9A8F8BOR2KEG
242,179,2962,2,1,CASH,PAID,71874.0,651,09:32:46,TX-QH1J5TAC9PFH
243,183,1611,1,,GATEWAY,FAILED,46023.24,,,
244,536,2922,1,,CARD,PAID,19965.0,892,18:40:04,TX-CUJ1U5XI18T1
245,1341,,2,1,CARD,PAID,24829.2,623,22:03:43,TX-9T0Z6M9ZMXZX
246,378,,2,1,CASH,REFUNDED,48823.5,860,14:51:09,TX-6831FEZ0MSG1
247,548,476,1,,GATEWAY,FAILED,74596.5,,,
248,757,116,1,,GATEWAY,PAID,19576.35,702,15:46:27,TX-HKUMCISYOXOM
249,522,2139,2,4,TRANSFER,PAID,13068.0,667,10:08:17,TX-RLOSALSUL8SN
250,1384,290,2,3,CASH,PAID,47916.0,477,09:55:19,TX-NWGXV38PFITC
251,473,1994,1,,CARD,PAID,52955.25,633,10:33:48,TX-32B62346A4RY
252,1316,1075,2,3,CASH,PAID,41382.0,442,23:55:16,TX-PXPQUBPX8JRW
253,1356,1674,2,1,CASH,PAID,53361.0,427,20:29:06,TX-2XQZ21XG77FL
254,266,597,1,,GATEWAY,REFUNDED,56018.16,847,05:25:30,TX-SMD7KL9INTUO
255,1359,1810,2,2,TRANSFER,PAID,25613.28,653,13:27:13,TX-YGMEXF9LO4ZZ
256,843,1968,1,,GATEWAY,PAID,18687.0,592,07:28:16,TX-5LZ2L2E9EU0G
257,599,83,1,,GATEWAY,PAID,29659.2,640,23:52:27,TX-ATXAB0G3YVOL
258,1048,723,2,1,CARD,PAID,70059.0,883,04:07:49,TX-5ZVOMXW3HB9E
259,319,1480,1,,CARD,PAID,35385.0,729,09:32:30,TX-YRH62E21TRBX
260,846,661,1,,GATEWAY,REFUNDED,32805.12,981,02:28:53,TX-3JF46DE7KIOS
261,1491,3128,1,,CARD,PAID,41130.0,713,05:31:19,TX-XKQN8OY7GNJZ
262,79,1306,1,,CARD,PAID,29040.0,958,13:42:26,TX-2BYNCS5834BK
263,748,862,1,,CARD,PAID,43588.8,690,18:38:35,TX-KVZBDGVVVVDK
264,537,987,1,,CARD,PAID,49905.0,732,04:25:31,TX-SGWN0MODP9NU
265,303,2401,2,2,CARD,PAID,69750.45,963,09:26:01,TX-M6XK7OX4ROYL
266,1065,1988,1,,GATEWAY,PAID,64468.56,485,01:48:14,TX-10MEATDUX63R
267,606,2324,1,,GATEWAY,PAID,48325.95,859,08:36:52,TX-SWCAHKTWI9B8
268,553,1948,1,,CARD,PAID,33870.0,426,16:23:56,TX-RZNNWXSS3SVY
269,656,1668,1,,CARD,FAILED,13794.0,,,
270,786,54,1,,CARD,FAILED,83617.05,,,
271,663,1839,2,1,CASH,PAID,14229.6,412,14:33:22,TX-LUUJ7KEX5DEV
272,833,1046,1,,CARD,REFUNDED,87448.8,409,23:19:32,TX-0EOARRWWS4FZ
273,844,2889,1,,GATEWAY,PAID,33144.0,666,11:34:38,TX-JNBZVFV991AC
274,720,1437,1,,CARD,PAID,43588.8,427,09:39:25,TX-ZV4TY9YKRZ1Y
275,169,2353,2,1,CARD,PAID,77064.9,637,09:34:23,TX-3G5SMQ5UFK8U
276,969,95,1,,GATEWAY,PAID,27336.0,541,06:19:57,TX-217PFTPYBOR9
277,268,2908,2,4,CARD,PAID,29040.0,879,12:31:40,TX-3TFMS12WBAKE
278,122,3023,2,1,CARD,PAID,50820.0,653,21:28:37,TX-DWW8DXAJXMB5
279,617,164,1,,GATEWAY,PAID,27636.0,796,09:56:56,TX-WLX04XSBY2OU
280,608,1523,1,,GATEWAY,FAILED,54261.0,,,
281,732,1458,2,1,CARD,PAID,33033.0,569,20:57:11,TX-DPUSQC38SEOO
282,211,600,1,,CARD,PAID,54101.28,802,12:52:34,TX-NIFMPEOSO1F1
283,475,432,1,,GATEWAY,PAID,24422.4,729,13:28:46,TX-41Q6L4JDGJ8Y
284,949,1549,1,,CARD,PAID,16718.25,935,08:39:50,TX-70LGRPZRXEP4
285,426,2971,2,2,CARD,PAID,70785.0,435,08:44:42,TX-5MN6SC6XSGAF
286,386,1037,1,,CARD,FAILED,19350.0,,,
287,500,1798,1,,CARD,PAID,37074.0,560,22:57:19,TX-4U41TQZ1VFUJ
288,677,1764,2,1,CASH,PAID,51727.5,900,01:51:10,TX-6ZHDQAIBHYHH
289,33,2085,2,1,CASH,PAID,14229.6,764,10:03:56,TX-5HTY6XNGDJ56
290,194,1296,1,,CARD,FAILED,90389.1,,,
291,78,3031,1,,GATEWAY,PAID,105354.3,675,00:56:09,TX-71M8ECKC546R
292,102,825,1,,GATEWAY,PAID,56900.25,659,04:01:08,TX-9BYQ71UHA6F6
293,1072,2657,2,4,CARD,PAID,32270.7,851,13:38:07,TX-GUYG1JEV4IY4
294,754,3164,1,,CARD,PAID,27036.0,965,16:47:42,TX-0JPO94I4MWNA
295,195,46,1,,CARD,FAILED,44460.0,,,
296,862,433,2,4,TRANSFER,REFUNDED,24829.2,818,18:46:52,TX-G4P93NYH90EN
297,240,491,2,2,CASH,PAID,18150.0,547,22:04:05,TX-E2KQ0B1VWNTV
298,682,761,2,1,CASH,REFUNDED,53361.0,956,01:05:27,TX-D2IGDXBZ392N
299,849,536,2,1,CASH,PAID,41382.0,676,14:51:55,TX-KXUNDMFZ5WW4
300,807,,2,3,CARD,PAID,43560.0,494,02:32:30,TX-D8L8DJ0EK3LN
301,901,,1,,GATEWAY,PAID,54633.6,689,18:32:25,TX-TR3GAE9DR5DB
302,61,,1,,GATEWAY,PAID,29040.0,493,19:06:15,TX-KEOC6P3FKE5H
303,1082,1246,1,,GATEWAY,FAILED,69507.0,,,
304,1286,3149,2,3,CARD,PAID,39204.0,444,15:03:26,TX-KJG7DP5ULP2X
305,1416,1586,1,,CARD,PAID,119873.77,443,05:57:51,TX-TUYL0BU1IADY
