id,order_id,customer_id,shipping_address_id,shipping_address_id,carrier,shipped_at_date_id,shipped_at_time,delivered_at_date_id,delivered_at_time,tracking_number
90,1000000089,1227,2172,1176,Correo Argentino,901,12:09:30,904,12:09:30,TRK-BJOJ02WY0U
91,1000000090,624,1034,38,Correo Argentino,393,19:31:23,397,19:31:23,TRK-E1JQQXF2A8
92,1000000091,228,3298,2302,Correo Argentino,414,18:12:47,416,18:12:47,TRK-9YZ6V1VTIX
93,1000000092,770,1772,776,Correo Argentino,531,13:46:23,533,13:46:23,TRK-UO5Q5LF7GD
94,1000000093,54,2,2,PICKUP,684,23:26:31,685,23:26:31,
95,1000000094,1006,4,4,PICKUP,727,03:05:36,728,03:05:36,
96,1000000095,247,2291,1295,Correo Argentino,1000,18:29:43,1004,18:29:43,TRK-RRS7KQI5WW
97,1000000096,1127,3,3,PICKUP,874,10:43:41,875,10:43:41,
98,1000000097,757,2,2,PICKUP,529,17:56:54,530,17:56:54,
99,1000000098,520,3443,2447,Correo Argentino,748,08:09:07,753,08:09:07,TRK-N1XL8YRR4C
100,1000000099,258,1224,228,Correo Argentino,424,14:31:08,428,14:31:08,TRK-HUON3QASLA
101,1000000100,467,2885,1889,Correo Argentino,,,,,
102,1000000101,3,1219,223,Correo Argentino,456,02:45:40,461,02:45:40,TRK-BD9O45FG3M
103,1000000102,334,3863,2867,Correo Argentino,690,07:00:43,694,07:00:43,TRK-RBXP2IU4CP
104,1000000103,802,3,3,PICKUP,450,03:53:52,451,03:53:52,
105,1000000104,999,4048,3052,Correo Argentino,449,20:55:17,453,20:55:17,TRK-TPWY0TUZG2
106,1000000105,176,3440,2444,Correo Argentino,499,04:27:32,502,04:27:32,TRK-3BQ6FWSKLW
107,1000000106,801,3956,2960,Correo Argentino,771,08:09:53,773,08:09:53,TRK-6DCLEDO515
108,1000000107,1113,2943,1947,Correo Argentino,509,03:56:26,514,03:56:26,TRK-RB1W0XWXVT
109,1000000108,810,4,4,PICKUP,916,04:11:46,917,04:11:46,
110,1000000109,581,4,4,PICKUP,478,08:18:05,479,08:18:05,
111,1000000110,1284,2,2,PICKUP,,,,,
112,1000000111,1333,2876,1880,Correo Argentino,721,15:47:41,725,15:47:41,TRK-UXV2O2QSZO
113,1000000112,24,2,2,PICKUP,790,17:43:31,791,17:43:31,
114,1000000113,1222,1,1,PICKUP,,,,,
115,1000000114,63,1,1,PICKUP,626,08:06:28,627,08:06:28,
116,1000000115,1078,3,3,Correo Argentino,416,00:47:44,418,00:47:44,TRK-9SFI30M85Y
117,1000000116,1091,3609,2613,Correo Argentino,549,10:24:47,552,10:24:47,TRK-GCUU54HEAG
118,1000000117,524,2254,1258,Correo Argentino,751,22:11:52,754,22:11:52,TRK-YVM19QXR2C
119,1000000118,1229,3390,2394,Correo Argentino,960,15:04:32,962,15:04:32,TRK-JRBNVL0OS3
120,1000000119,458,4,4,PICKUP,928,11:54:38,929,11:54:38,
121,1000000120,68,2653,1657,Correo Argentino,475,21:41:14,477,21:41:14,TRK-YMYMMHLK1B
122,1000000121,959,4,4,PICKUP,720,05:03:44,721,05:03:44,
123,1000000122,356,1,1,PICKUP,973,14:57:49,974,14:57:49,
124,1000000123,530,1001,5,Correo Argentino,,,,,
125,1000000124,1420,4004,3008,Correo Argentino,403,12:15:32,407,12:15:32,TRK-OUKA4E7YCS
126,1000000125,279,3,3,PICKUP,556,08:16:06,557,08:16:06,
127,1000000126,779,3,3,PICKUP,529,02:24:10,530,02:24:10,
128,1000000127,1383,3113,2117,Correo Argentino,425,13:19:21,429,13:19:21,TRK-LP15TFTZWC
129,1000000128,1189,2352,1356,Correo Argentino,,,,,
130,1000000129,1016,4036,3040,Correo Argentino,992,22:24:46,995,22:24:46,TRK-OTE0Q32RV2
131,1000000130,595,3,3,PICKUP,872,02:27:57,873,02:27:57,
132,1000000131,902,4,4,PICKUP,390,03:24:41,391,03:24:41,
133,1000000132,317,3542,2546,Correo Argentino,574,17:23:51,579,17:23:51,TRK-ZK0XF0TEFY
134,1000000133,1229,2,2,PICKUP,531,15:46:34,532,15:46:34,
135,1000000134,279,3,3,PICKUP,371,02:05:46,372,02:05:46,
136,1000000135,1498,4,4,PICKUP,516,07:35:31,517,07:35:31,
137,1000000136,140,2769,1773,Correo Argentino,752,19:30:04,756,19:30:04,TRK-SB9FYY9V3Z
138,1000000137,1115,3541,2545,Correo Argentino,686,23:46:06,691,23:46:06,TRK-8EM2BGA7SC
139,1000000138,1240,2700,1704,Correo Argentino,369,08:23:39,373,08:23:39,TRK-W6GIOKOQS8
140,1000000139,590,2032,1036,Correo Argentino,463,23:11:09,468,23:11:09,TRK-Q8P6U5PS47
141,1000000140,645,3,3,PICKUP,779,21:56:48,780,21:56:48,
142,1000000141,545,1,1,PICKUP,700,21:24:24,701,21:24:24,
143,1000000142,1208,2951,1955,Correo Argentino,908,13:32:09,910,13:32:09,TRK-AT0A573HXB
144,1000000143,551,1,1,PICKUP,523,00:59:40,524,00:59:40,
145,1000000144,569,1,1,PICKUP,,,,,
146,1000000145,1305,4174,3178,Correo Argentino,932,14:47:44,936,14:47:44,TRK-5WJ0VSGHJU
147,1000000146,280,3727,2731,Correo Argentino,492,01:52:36,497,01:52:36,TRK-XNALT4U6O3
148,1000000147,1338,2468,1472,Correo Argentino,708,21:23:08,713,21:23:08,TRK-TVS9QKJFPY
149,1000000148,84,3443,2447,Correo Argentino,904,18:11:01,907,18:11:01,TRK-IAC72SYOJT
150,1000000149,655,2113,1117,Correo Argentino,753,22:14:19,758,22:14:19,TRK-86P5XH4ZUZ
151,1000000150,513,4,4,PICKUP,881,23:20:50,882,23:20:50,
152,1000000151,884,3,3,PICKUP,472,17:06:04,473,17:06:04,
153,1000000152,385,2,2,PICKUP,373,00:18:03,374,00:18:03,
154,1000000153,723,2,2,PICKUP,,,,,
155,1000000154,110,1,1,PICKUP,548,13:02:42,549,13:02:42,
156,1000000155,1197,4121,3125,Correo Argentino,409,00:38:46,413,00:38:46,TRK-MPCEM8ML7K
157,1000000156,833,2,2,PICKUP,668,15:18:07,669,15:18:07,
158,1000000157,371,3,3,PICKUP,,,,,
159,1000000158,905,1,1,PICKUP,480,23:37:56,481,23:37:56,
160,1000000159,389,1303,307,Correo Argentino,562,06:58:24,567,06:58:24,TRK-7LRC6G1HAV
161,1000000160,1299,4,4,PICKUP,530,10:29:35,531,10:29:35,
162,1000000161,725,3908,2912,Correo Argentino,661,00:31:01,665,00:31:01,TRK-ZU6O2A2X17
163,1000000162,645,4,4,PICKUP,943,20:20:03,944,20:20:03,
164,1000000163,584,1132,136,Correo Argentino,421,10:30:38,425,10:30:38,TRK-U6UA2YY3HB
165,1000000164,436,3758,2762,Correo Argentino,785,06:18:41,787,06:18:41,TRK-TMG2PU2NU4
166,1000000165,293,3357,2361,Correo Argentino,971,08:06:56,975,08:06:56,TRK-D8V0DBNSG3
167,1000000166,1065,3492,2496,Correo Argentino,940,20:39:32,942,20:39:32,TRK-TTEUGQV2X2
168,1000000167,1234,3702,2706,Correo Argentino,,,,,
169,1000000168,400,3523,2527,Correo Argentino,,,,,
170,1000000169,251,2325,1329,Correo Argentino,556,20:03:47,561,20:03:47,TRK-NM8H174TJH
171,1000000170,764,4,4,PICKUP,454,08:07:40,455,08:07:40,
172,1000000171,1490,3553,2557,Correo Argentino,790,13:25:36,793,13:25:36,TRK-GZTE0MZNMX
173,1000000172,181,2801,1805,Correo Argentino,494,09:39:45,498,09:39:45,TRK-DGOJGP2GBU
174,1000000173,693,2631,1635,Correo Argentino,899,15:40:09,904,15:40:09,TRK-VBAXIAQJKB
175,1000000174,672,2,2,PICKUP,616,01:13:23,617,01:13:23,
176,1000000175,786,3157,2161,Correo Argentino,518,19:23:40,521,19:23:40,TRK-WD62JC0VLK
177,1000000176,1347,2,2,PICKUP,787,07:13:53,788,07:13:53,
178,1000000177,628,1864,868,Correo Argentino,694,21:44:13,697,21:44:13,TRK-TSU2MSGQGV
179,1000000178,1485,2,2,PICKUP,854,06:20:13,855,06:20:13,
180,1000000179,805,3731,2735,Correo Argentino,956,08:58:40,959,08:58:40,TRK-DOH59G5HG5
181,1000000180,445,1749,753,Correo Argentino,508,07:44:42,510,07:44:42,TRK-WTK41NS6CW
182,1000000181,560,1079,83,Correo Argentino,683,19:15:20,685,19:15:20,TRK-2HK5GYIMQ5
183,1000000182,403,3603,2607,Correo Argentino,618,21:03:06,625,21:03:06,TRK-3VO06V5F4C
184,1000000183,693,1,1,PICKUP,665,15:02:26,666,15:02:26,
185,1000000184,274,2,2,PICKUP,862,05:25:54,863,05:25:54,
186,1000000185,804,1940,944,Correo Argentino,566,22:03:50,571,22:03:50,TRK-XVT3OPQZDN
187,1000000186,1495,2360,1364,Correo Argentino,578,17:31:33,580,17:31:33,TRK-6LCGCSEFEL
188,1000000187,48,1,1,PICKUP,774,20:45:02,775,20:45:02,
189,1000000188,661,3,3,PICKUP,966,17:59:12,967,17:59:12,
190,1000000189,984,2808,1812,Correo Argentino,489,13:34:34,491,13:34:34,TRK-MZ7KO0QL4T
191,1000000190,1384,2968,1972,Correo Argentino,523,16:15:54,528,16:15:54,TRK-X696GHSKZW
192,1000000191,788,1202,206,Correo Argentino,,,,,
193,1000000192,456,2,2,PICKUP,433,16:48:50,434,16:48:50,
194,1000000193,427,1691,695,Correo Argentino,412,04:24:55,415,04:24:55,TRK-N0C9SM2QFJ
195,1000000194,866,3570,2574,Correo Argentino,988,14:18:48,993,14:18:48,TRK-7MYF01NWQ1
196,1000000195,371,1596,600,Correo Argentino,791,05:52:06,795,05:52:06,TRK-5950NTLRAC
197,1000000196,1000,2380,1384,Correo Argentino,958,22:25:58,960,22:25:58,TRK-3RJ4BIOHK0
198,1000000197,1404,1791,795,Correo Argentino,466,00:49:19,468,00:49:19,TRK-M0DL4YCPUU
199,1000000198,1159,1784,788,Correo Argentino,400,12:21:07,403,12:21:07,TRK-XPU46U15UT
200,1000000199,1040,3793,2797,Correo Argentino,810,13:29:11,815,13:29:11,TRK-O91D35I9X4
201,1000000200,464,3533,2537,Correo Argentino,635,16:00:56,638,16:00:56,TRK-LSZKZN0LYI
202,1000000201,166,3937,2941,Correo Argentino,687,21:49:12,690,21:49:12,TRK-WPOOZWRSXF
203,1000000202,1056,3,3,PICKUP,817,16:10:42,818,16:10:42,
204,1000000203,925,3,3,PICKUP,687,23:47:20,688,23:47:20,
205,1000000204,488,1253,257,Correo Argentino,,,,,
206,1000000205,903,1894,898,Correo Argentino,640,10:39:53,644,10:39:53,TRK-Q495C57TPW
207,1000000206,70,2088,1092,Correo Argentino,939,06:57:55,943,06:57:55,TRK-YOZRB7EYB4
208,1000000207,1459,2326,1330,Correo Argentino,859,08:30:13,861,08:30:13,TRK-MXL244VRBJ
209,1000000208,500,2,2,PICKUP,832,20:08:06,833,20:08:06,
210,1000000209,361,2293,1297,Correo Argentino,825,02:36:42,827,02:36:42,TRK-QS7JP1ILRI
211,1000000210,476,3586,2590,Correo Argentino,811,15:20:10,813,15:20:10,TRK-HMK0UFUCGU
212,1000000211,1400,1,1,PICKUP,931,23:54:49,932,23:54:49,
213,1000000212,945,1882,886,Correo Argentino,781,13:52:44,785,13:52:44,TRK-EI5CQOM3OQ
214,1000000213,1443,1896,900,Correo Argentino,473,02:19:09,476,02:19:09,TRK-JVXGL1QGOU
215,1000000214,1430,3683,2687,Correo Argentino,567,23:42:13,569,23:42:13,TRK-3LP62TMLP0
216,1000000215,1330,2575,1579,Correo Argentino,395,19:10:09,399,19:10:09,TRK-W5E1QML5MQ
217,1000000216,274,1502,506,Correo Argentino,862,12:35:04,867,12:35:04,TRK-AYM9Q11ZOD
218,1000000217,1251,2,2,PICKUP,461,10:08:16,462,10:08:16,
219,1000000218,176,1546,550,Correo Argentino,552,15:57:47,556,15:57:47,TRK-CP4OTN8HPB
220,1000000219,42,2,2,PICKUP,529,19:28:12,530,19:28:12,
221,1000000220,582,2929,1933,Correo Argentino,996,02:23:58,1000,02:23:58,TRK-C1TLW78F6M
222,1000000221,4,1,1,PICKUP,858,07:54:39,859,07:54:39,
223,1000000222,569,2,2,PICKUP,608,13:00:53,609,13:00:53,
224,1000000223,157,1,1,PICKUP,724,00:04:43,725,00:04:43,
225,1000000224,649,1307,311,Correo Argentino,813,13:07:04,815,13:07:04,TRK-E3PPMBLC09
226,1000000225,1230,2399,1403,Correo Argentino,949,09:56:58,953,09:56:58,TRK-JVVF010AIA
227,1000000226,197,3863,2867,Correo Argentino,564,19:12:34,569,19:12:34,TRK-JJUIDCE74A
228,1000000227,731,3590,2594,Correo Argentino,565,23:54:57,567,23:54:57,TRK-GSHXM42YVK
229,1000000228,506,3643,2647,Correo Argentino,818,04:05:29,822,04:05:29,TRK-INJV5S1HHW
230,1000000229,751,2,2,PICKUP,,,,,
231,1000000230,485,2337,1341,Correo Argentino,730,11:56:27,735,11:56:27,TRK-9MRQVD7X1J
232,1000000231,823,1053,57,Correo Argentino,526,16:32:56,528,16:32:56,TRK-YP7VNSGOLC
233,1000000232,680,2493,1497,Correo Argentino,784,21:34:52,788,21:34:52,TRK-DZYUMNQIZK
234,1000000233,417,3089,2093,Correo Argentino,690,08:54:06,692,08:54:06,TRK-BP8B1VFO0G
235,1000000234,677,3201,2205,Correo Argentino,880,23:24:47,885,23:24:47,TRK-4Z78IY664L
236,1000000235,1327,2,2,PICKUP,,,,,
237,1000000236,593,1,1,PICKUP,735,07:17:21,736,07:17:21,
238,1000000237,606,1,1,PICKUP,684,19:03:35,685,19:03:35,
239,1000000238,137,2,2,PICKUP,812,06:27:32,813,06:27:32,
240,1000000239,487,2633,1637,Correo Argentino,417,05:28:37,422,05:28:37,TRK-6QXN6I8BLI
241,1000000240,909,3062,2066,Correo Argentino,660,17:29:14,665,17:29:14,TRK-X7LOFOLANG
242,1000000241,179,1,1,PICKUP,650,10:32:46,651,10:32:46,
243,1000000242,183,3013,2017,Correo Argentino,,,,,
244,1000000243,536,1823,827,Correo Argentino,891,09:40:04,895,09:40:04,TRK-36SR7I0SAS
245,1000000244,1341,1,1,PICKUP,622,02:03:43,623,02:03:43,
246,1000000245,378,1,1,PICKUP,859,00:51:09,860,00:51:09,
247,1000000246,548,1533,537,Correo Argentino,,,,,
248,1000000247,757,4127,3131,Correo Argentino,703,02:46:27,708,02:46:27,TRK-F075G514A9
249,1000000248,522,4,4,PICKUP,665,11:08:17,666,11:08:17,
250,1000000249,1384,3,3,PICKUP,475,07:55:19,476,07:55:19,
251,1000000250,473,1839,843,Correo Argentino,631,10:33:48,635,10:33:48,TRK-PUN6EN1KQ1
252,1000000251,1316,3,3,PICKUP,440,03:55:16,441,03:55:16,
253,1000000252,1356,1,1,PICKUP,427,17:29:06,428,17:29:06,
254,1000000253,266,2460,1464,Correo Argentino,845,10:25:30,850,10:25:30,TRK-TSK3A0YQ6W
255,1000000254,1359,2,2,PICKUP,652,05:27:13,653,05:27:13,
256,1000000255,843,3929,2933,Correo Argentino,592,02:28:16,596,02:28:16,TRK-8BWQRUEYS2
257,1000000256,599,1101,105,Correo Argentino,641,05:52:27,645,05:52:27,TRK-RVD511UODZ
258,1000000257,1048,1,1,PICKUP,881,14:07:49,882,14:07:49,
259,1000000258,319,4044,3048,Correo Argentino,727,23:32:30,729,23:32:30,TRK-KXPDA6C6W5
260,1000000259,846,1971,975,Correo Argentino,979,10:28:53,982,10:28:53,TRK-20HMH74UZ5
261,1000000260,1491,3535,2539,Correo Argentino,713,00:31:19,716,00:31:19,TRK-XYI1O46MZJ
262,1000000261,79,2362,1366,Correo Argentino,958,21:42:26,960,21:42:26,TRK-D0N515YRWY
263,1000000262,748,4051,3055,Correo Argentino,689,19:38:35,694,19:38:35,TRK-97AXUHZD9O
264,1000000263,537,4142,3146,Correo Argentino,732,19:25:31,735,19:25:31,TRK-FYNETUY56H
265,1000000264,303,2,2,PICKUP,962,08:26:01,963,08:26:01,
266,1000000265,1065,2753,1757,Correo Argentino,484,04:48:14,489,04:48:14,TRK-2JRCHT1TPG
267,1000000266,606,2854,1858,Correo Argentino,859,10:36:52,861,10:36:52,TRK-VA6AR1AR6U
268,1000000267,553,2628,1632,Correo Argentino,426,01:23:56,430,01:23:56,TRK-QI2WJJ807C
269,1000000268,656,1357,361,Correo Argentino,,,,,
270,1000000269,786,2398,1402,Correo Argentino,,,,,
271,1000000270,663,1,1,PICKUP,412,09:33:22,413,09:33:22,
272,1000000271,833,2293,1297,Correo Argentino,409,23:19:32,414,23:19:32,TRK-9Q7IVQHXSI
273,1000000272,844,2057,1061,Correo Argentino,665,21:34:38,670,21:34:38,TRK-WZYFMQFKIL
274,1000000273,720,1349,353,Correo Argentino,427,21:39:25,429,21:39:25,TRK-N0MWFS58BQ
275,1000000274,169,1,1,PICKUP,637,05:34:23,638,05:34:23,
276,1000000275,969,2854,1858,Correo Argentino,539,23:19:57,543,23:19:57,TRK-UQI62K3L0W
277,1000000276,268,4,4,PICKUP,877,19:31:40,878,19:31:40,
278,1000000277,122,1,1,PICKUP,653,06:28:37,654,06:28:37,
279,1000000278,617,3837,2841,Correo Argentino,795,17:56:56,800,17:56:56,TRK-KFFN16DB0I
280,1000000279,608,3264,2268,Correo Argentino,,,,,
281,1000000280,732,1,1,PICKUP,567,19:57:11,568,19:57:11,
282,1000000281,211,3118,2122,Correo Argentino,802,16:52:34,806,16:52:34,TRK-72W7RNTWXW
283,1000000282,475,2563,1567,Correo Argentino,729,03:28:46,732,03:28:46,TRK-V20K9JX42E
284,1000000283,949,3708,2712,Correo Argentino,934,05:39:50,938,05:39:50,TRK-AGYGGFMNUF
285,1000000284,426,2,2,PICKUP,434,13:44:42,435,13:44:42,
286,1000000285,386,2439,1443,Correo Argentino,,,,,
287,1000000286,500,3063,2067,Correo Argentino,559,04:57:19,562,04:57:19,TRK-2HRWR931OS
288,1000000287,677,1,1,PICKUP,899,09:51:10,900,09:51:10,
289,1000000288,33,1,1,PICKUP,763,18:03:56,764,18:03:56,
290,1000000289,194,4133,3137,Correo Argentino,,,,,
291,1000000290,78,3785,2789,Correo Argentino,675,11:56:09,679,11:56:09,TRK-OZ5CUWXG8T
292,1000000291,102,2992,1996,Correo Argentino,657,15:01:08,663,15:01:08,TRK-40OOBAGXKK
293,1000000292,1072,4,4,PICKUP,850,10:38:07,851,10:38:07,
294,1000000293,754,2355,1359,Correo Argentino,965,17:47:42,969,17:47:42,TRK-TTMA008WBG
295,1000000294,195,2148,1152,Correo Argentino,,,,,
296,1000000295,862,4,4,PICKUP,817,00:46:52,818,00:46:52,
297,1000000296,240,2,2,PICKUP,545,12:04:05,546,12:04:05,
298,1000000297,682,1,1,PICKUP,954,01:05:27,955,01:05:27,
299,1000000298,849,1,1,PICKUP,674,05:51:55,675,05:51:55,
300,1000000299,807,3,3,PICKUP,492,18:32:30,493,18:32:30,
301,1000000300,901,2275,1279,Correo Argentino,690,11:32:25,692,11:32:25,TRK-H5EYQT4XS3
302,1000000301,61,1367,371,Correo Argentino,493,02:06:15,498,02:06:15,TRK-KX9CE5R5X7
303,1000000302,1082,2268,1272,Correo Argentino,,,,,
304,1000000303,1286,3,3,PICKUP,441,23:03:26,442,23:03:26,
305,1000000304,1416,2938,1942,Correo Argentino,441,15:57:51,445,15:57:51,TRK-WR4IJI934Q
306,1000000305,979,3685,2689,Correo Argentino,835,08:23:31,839,08:23:31,TRK-GA0XMVRUST
307,1000000306,800,1965,969,Correo Argentino,486,02:04:28,489,02:04:28,TRK-83QUV5F3FI
