id,customer_id,channel_id,store_id,order_date_id,order_time,billing_address_id,shipping_address_id,status_order,currency_code,subtotal,tax_amount,shipping_fee,total_amount
159,905,2,1,480,23:37:56,1807,1,FULFILLED,ARS,30000.0,6300.0,0.0,36300.0
160,389,1,,561,06:58:24,3180,307,FULFILLED,ARS,12348.0,2593.08,1200.0,16141.08
161,1299,2,4,530,10:29:35,,4,FULFILLED,ARS,29400.0,6174.0,0.0,35574.0
162,725,1,,660,00:31:01,,2912,FULFILLED,ARS,45000.0,9450.0,900.0,55350.0
163,645,2,4,943,20:20:03,161,4,PAID,ARS,22800.0,4788.0,0.0,27588.0
164,584,1,,420,10:30:38,984,136,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
165,436,1,,784,06:18:41,3083,2762,FULFILLED,ARS,63000.0,13230.0,900.0,77130.0
166,293,1,,970,08:06:56,2895,2361,FULFILLED,ARS,23520.0,4939.2,1500.0,29959.2
167,1065,1,,939,20:39:32,,2496,FULFILLED,ARS,43425.0,9119.25,1200.0,53744.25
168,1234,1,,749,13:44:54,1645,2706,CANCELLED,ARS,47085.0,9887.85,1200.0,58172.85
169,400,1,,422,20:28:31,2133,2527,CANCELLED,ARS,40500.0,8505.0,1200.0,50205.0
170,251,1,,555,20:03:47,,1329,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
171,764,2,4,454,08:07:40,,4,PAID,ARS,30000.0,6300.0,0.0,36300.0
172,1490,1,,789,13:25:36,2733,2557,CREATED,ARS,11760.0,2469.6,1200.0,15429.6
173,181,1,,493,09:39:45,607,1805,FULFILLED,ARS,22800.0,4788.0,900.0,28488.0
174,693,1,,898,15:40:09,1849,1635,FULFILLED,ARS,31500.0,6615.0,1200.0,39315.0
175,672,2,2,616,01:13:23,2475,2,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
176,786,1,,517,19:23:40,1699,2161,PAID,ARS,12000.0,2520.0,900.0,15420.0
177,1347,2,2,787,07:13:53,1260,2,FULFILLED,ARS,14850.0,3118.5,0.0,17968.5
178,628,1,,693,21:44:13,,868,FULFILLED,ARS,12825.0,2693.25,1200.0,16718.25
179,1485,2,2,854,06:20:13,3036,2,PAID,ARS,13500.0,2835.0,0.0,16335.0
180,805,1,,955,08:58:40,1866,2735,FULFILLED,ARS,72600.0,15246.0,900.0,88746.0
181,445,1,,507,07:44:42,2685,753,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0
182,560,1,,682,19:15:20,2249,83,FULFILLED,ARS,23520.0,4939.2,900.0,29359.2
183,403,1,,617,21:03:06,1525,2607,FULFILLED,ARS,25080.0,5266.8,1200.0,31546.8
184,693,2,1,665,15:02:26,1838,1,PAID,ARS,27000.0,5670.0,0.0,32670.0
185,274,2,2,862,05:25:54,2613,2,PAID,ARS,13500.0,2835.0,0.0,16335.0
186,804,1,,565,22:03:50,600,944,FULFILLED,ARS,59844.0,12567.24,1200.0,73611.24
187,1495,1,,577,17:31:33,2585,1364,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
188,48,2,1,774,20:45:02,2002,1,REFUNDED,ARS,32400.0,6804.0,0.0,39204.0
189,661,2,3,966,17:59:12,2869,3,FULFILLED,ARS,27000.0,5670.0,0.0,32670.0
190,984,1,,488,13:34:34,3020,1812,PAID,ARS,37044.0,7779.24,900.0,45723.24
191,1384,1,,522,16:15:54,1811,1972,PAID,ARS,11760.0,2469.6,0.0,14229.6
192,788,1,,990,20:00:12,1179,206,CANCELLED,ARS,88344.0,18552.24,0.0,106896.24
193,456,2,2,433,16:48:50,1133,2,PAID,ARS,12000.0,2520.0,0.0,14520.0
194,427,1,,411,04:24:55,,695,FULFILLED,ARS,32400.0,6804.0,1200.0,40404.0
195,866,1,,987,14:18:48,913,2574,FULFILLED,ARS,45000.0,9450.0,0.0,54450.0
196,371,1,,790,05:52:06,352,600,FULFILLED,ARS,45840.0,9626.4,1200.0,56666.4
197,1000,1,,957,22:25:58,1481,1384,FULFILLED,ARS,30000.0,6300.0,1200.0,37500.0
198,1404,1,,465,00:49:19,2536,795,FULFILLED,ARS,10800.0,2268.0,1200.0,14268.0
199,1159,1,,399,12:21:07,,788,FULFILLED,ARS,29160.0,6123.6,900.0,36183.6
200,1040,1,,809,13:29:11,,2797,FULFILLED,ARS,48000.0,10080.0,1200.0,59280.0
201,464,1,,634,16:00:56,2887,2537,FULFILLED,ARS,21600.0,4536.0,900.0,27036.0
202,166,1,,686,21:49:12,1631,2941,REFUNDED,ARS,40950.0,8599.5,1200.0,50749.5
203,1056,2,3,817,16:10:42,1262,3,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
204,925,2,3,687,23:47:20,2299,3,FULFILLED,ARS,32400.0,6804.0,0.0,39204.0
205,488,1,,758,12:03:58,678,257,CANCELLED,ARS,40500.0,8505.0,1200.0,50205.0
206,903,1,,639,10:39:53,459,898,FULFILLED,ARS,14700.0,3087.0,0.0,17787.0
207,70,1,,938,06:57:55,1448,1092,PAID,ARS,23520.0,4939.2,1200.0,29659.2
208,1459,1,,858,08:30:13,,1330,FULFILLED,ARS,12348.0,2593.08,900.0,15841.08
209,500,2,2,832,20:08:06,1838,2,FULFILLED,ARS,44550.0,9355.5,0.0,53905.5
210,361,1,,824,02:36:42,370,1297,FULFILLED,ARS,25200.0,5292.0,1200.0,31692.0
211,476,1,,810,15:20:10,683,2590,FULFILLED,ARS,13500.0,2835.0,1500.0,17835.0
212,1400,2,1,931,23:54:49,1780,1,REFUNDED,ARS,66780.0,14023.8,0.0,80803.8
213,945,1,,780,13:52:44,106,886,FULFILLED,ARS,11760.0,2469.6,900.0,15129.6
214,1443,1,,472,02:19:09,1390,900,FULFILLED,ARS,15750.0,3307.5,1500.0,20557.5
215,1430,1,,566,23:42:13,2114,2687,FULFILLED,ARS,22680.0,4762.8,900.0,28342.8
216,1330,1,,394,19:10:09,613,1579,FULFILLED,ARS,51015.0,10713.15,900.0,62628.15
217,274,1,,861,12:35:04,3105,506,FULFILLED,ARS,15675.0,3291.75,900.0,19866.75
218,1251,2,2,461,10:08:16,455,2,FULFILLED,ARS,59962.5,12592.12,0.0,72554.62
219,176,1,,551,15:57:47,299,550,FULFILLED,ARS,31860.0,6690.6,1200.0,39750.6
220,42,2,2,529,19:28:12,1205,2,PAID,ARS,45000.0,9450.0,0.0,54450.0
221,582,1,,995,02:23:58,1139,1933,FULFILLED,ARS,11400.0,2394.0,900.0,14694.0
222,4,2,1,858,07:54:39,73,1,FULFILLED,ARS,23520.0,4939.2,0.0,28459.2
223,569,2,2,608,13:00:53,2286,2,FULFILLED,ARS,21600.0,4536.0,0.0,26136.0
224,157,2,1,724,00:04:43,708,1,PAID,ARS,22680.0,4762.8,0.0,27442.8
225,649,1,,812,13:07:04,230,311,FULFILLED,ARS,40500.0,8505.0,1200.0,50205.0
226,1230,1,,948,09:56:58,55,1403,FULFILLED,ARS,34020.0,7144.2,0.0,41164.2
227,197,1,,563,19:12:34,3115,2867,FULFILLED,ARS,29160.0,6123.6,1200.0,36483.6
228,731,1,,564,23:54:57,1940,2594,FULFILLED,ARS,35280.0,7408.8,1200.0,43888.8
229,506,1,,817,04:05:29,2901,2647,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8
230,751,2,2,831,13:54:59,3016,2,CANCELLED,ARS,13500.0,2835.0,0.0,16335.0
231,485,1,,729,11:56:27,201,1341,FULFILLED,ARS,32400.0,6804.0,900.0,40104.0
232,823,1,,525,16:32:56,2287,57,PAID,ARS,47250.0,9922.5,900.0,58072.5
233,680,1,,783,21:34:52,2906,1497,PAID,ARS,36936.0,7756.56,1200.0,45892.56
234,417,1,,689,08:54:06,531,2093,FULFILLED,ARS,15000.0,3150.0,900.0,19050.0
235,677,1,,879,23:24:47,1685,2205,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
236,1327,2,2,641,10:20:21,2411,2,CANCELLED,ARS,21600.0,4536.0,0.0,26136.0
237,593,2,1,735,07:17:21,,1,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
238,606,2,1,684,19:03:35,1048,1,FULFILLED,ARS,36000.0,7560.0,0.0,43560.0
239,137,2,2,812,06:27:32,2139,2,PAID,ARS,21168.0,4445.28,0.0,25613.28
240,487,1,,416,05:28:37,1298,1637,FULFILLED,ARS,51660.0,10848.6,900.0,63408.6
241,909,1,,659,17:29:14,179,2066,REFUNDED,ARS,39000.0,8190.0,900.0,48090.0
242,179,2,1,650,10:32:46,2962,1,FULFILLED,ARS,59400.0,12474.0,0.0,71874.0
243,183,1,,958,20:50:08,1611,2017,CANCELLED,ARS,37044.0,7779.24,1200.0,46023.24
244,536,1,,890,09:40:04,2922,827,FULFILLED,ARS,16500.0,3465.0,0.0,19965.0
245,1341,2,1,622,02:03:43,,1,FULFILLED,ARS,20520.0,4309.2,0.0,24829.2
246,378,2,1,859,00:51:09,,1,REFUNDED,ARS,40350.0,8473.5,0.0,48823.5
247,548,1,,1001,13:13:06,476,537,CANCELLED,ARS,61650.0,12946.5,0.0,74596.5
248,757,1,,702,02:46:27,116,3131,FULFILLED,ARS,15435.0,3241.35,900.0,19576.35
249,522,2,4,665,11:08:17,2139,4,FULFILLED,ARS,10800.0,2268.0,0.0,13068.0
250,1384,2,3,475,07:55:19,290,3,FULFILLED,ARS,39600.0,8316.0,0.0,47916.0
251,473,1,,630,10:33:48,1994,843,FULFILLED,ARS,42525.0,8930.25,1500.0,52955.25
252,1316,2,3,440,03:55:16,1075,3,FULFILLED,ARS,34200.0,7182.0,0.0,41382.0
253,1356,2,1,427,17:29:06,1674,1,FULFILLED,ARS,44100.0,9261.0,0.0,53361.0
254,266,1,,844,10:25:30,597,1464,REFUNDED,ARS,46296.0,9722.16,0.0,56018.16
255,1359,2,2,652,05:27:13,1810,2,FULFILLED,ARS,21168.0,4445.28,0.0,25613.28
256,843,1,,591,02:28:16,1968,2933,FULFILLED,ARS,14700.0,3087.0,900.0,18687.0
257,599,1,,640,05:52:27,83,105,FULFILLED,ARS,23520.0,4939.2,1200.0,29659.2
258,1048,2,1,881,14:07:49,723,1,FULFILLED,ARS,57900.0,12159.0,0.0,70059.0
259,319,1,,726,23:32:30,1480,3048,FULFILLED,ARS,28500.0,5985.0,900.0,35385.0
260,846,1,,978,10:28:53,661,975,REFUNDED,ARS,25872.0,5433.12,1500.0,32805.12
261,1491,1,,712,00:31:19,3128,2539,FULFILLED,ARS,33000.0,6930.0,1200.0,41130.0
262,79,1,,957,21:42:26,1306,1366,FULFILLED,ARS,24000.0,5040.0,0.0,29040.0
263,748,1,,688,19:38:35,862,3055,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8
264,537,1,,731,19:25:31,987,3146,PAID,ARS,40500.0,8505.0,900.0,49905.0
265,303,2,2,962,08:26:01,2401,2,PAID,ARS,57645.0,12105.45,0.0,69750.45
266,1065,1,,483,04:48:14,1988,1757,FULFILLED,ARS,52536.0,11032.56,900.0,64468.56
267,606,1,,858,10:36:52,2324,1858,FULFILLED,ARS,39195.0,8230.95,900.0,48325.95
268,553,1,,425,01:23:56,1948,1632,FULFILLED,ARS,27000.0,5670.0,1200.0,33870.0
269,656,1,,804,10:48:01,1668,361,CANCELLED,ARS,11400.0,2394.0,0.0,13794.0
270,786,1,,652,18:12:43,54,1402,CANCELLED,ARS,69105.0,14512.05,0.0,83617.05
271,663,2,1,412,09:33:22,1839,1,FULFILLED,ARS,11760.0,2469.6,0.0,14229.6
272,833,1,,408,23:19:32,1046,1297,REFUNDED,ARS,71280.0,14968.8,1200.0,87448.8
273,844,1,,664,21:34:38,2889,1061,FULFILLED,ARS,26400.0,5544.0,1200.0,33144.0
274,720,1,,426,21:39:25,1437,353,FULFILLED,ARS,35280.0,7408.8,900.0,43588.8
